rouge_l,latency_ms,input_token_length
0.7118438488424522,1156.8253197517533,175.76240317977297
0.73279229978441,1198.4398255530457,175.46585891616147
0.7417278893315671,1200.9008436022223,162.04356827369986
0.7877537531468038,1223.6315172921702,176.6990980829856
0.7611310624906752,1131.6570818359587,187.32829081821745
0.7232903686180022,1229.6283636923665,167.25767880923206
0.7597207257883527,1064.7804184198612,190.4848265105059
0.7190539202212327,1168.5057723818095,184.87774821084338
0.7716538210777415,1175.5863078774228,172.65766678028962
0.7405775069636424,1231.666341303562,178.58470362662152
0.7481272762252166,1201.1315426338435,195.98321807641034
0.7765159329508438,1129.7218473071857,187.33547813505865
0.724256728628315,1150.7503437091493,180.08783654898147
0.7220576362977402,1209.9340004773703,177.62316683039015
0.7383280134730799,1196.0466329067722,180.76609070451659
0.7707675770203863,1171.0437945182127,174.88236442057698
0.7196130784904632,1175.958310524401,158.95250494280987
0.6933568880377886,1234.8083998579646,200.4217791053473
0.74097682283182,1174.1153713565393,181.55324999199402
0.7610348159982184,1195.5954377985463,183.98147265122537
0.7740052349947766,1308.496829404027,179.4209225012309
0.740736772758292,1128.8158681558039,172.6488319927541
0.74177146785768,1107.4078634212672,178.1407551905123
0.773078014685115,1239.1794832399303,164.0060523780569
0.7126051660060916,1166.067846935295,202.77086498053305
0.7422295844963398,1184.088123612869,167.65488001577603
0.7538084777985011,1160.9421810934443,169.6803371615282
0.7589843744257007,1187.0099929616244,175.597407956136
0.7398038661361823,1279.926905604817,192.88075724852376
0.7506888202341169,1240.1064229309059,180.14508999262654
0.7002334529317402,1243.1111755943489,167.63864203969538
0.736835031753323,1129.1886472103677,192.5433836075734
0.7590701742510894,1142.4423131723565,187.31000626785482
0.7303541193149065,1058.0460670257287,185.38434957216452
0.751179684431792,1159.5309589458623,187.1573424117084
0.758937450016054,1247.8351593192829,203.9436190058245
0.7431490159828447,1225.8473257874186,201.85094895036113
0.7534092754199314,1188.9243368523937,173.13284656996706
0.7307453486943077,1198.8849858140973,196.23884992811153
0.7458677744060791,1165.5557228712298,183.831681897589
0.7622043233917845,1210.2379441200892,184.9909581613775
0.7531394592193686,1238.2939139740308,163.07729168356673
0.7382693746087213,1119.2056606294764,178.29614234611805
0.7544843280858159,1214.9823843918673,171.87176409663437
0.7642921958127323,1246.6217435477333,188.28058814893308
0.7090011744284505,1179.2449855518316,190.71080500402806
0.7731814812991179,1235.035030606029,159.2551364898369
0.7432749052263785,1340.7327222236277,179.77965135995728
0.7585097986648046,1194.7828603506555,191.21861504794254
0.7739449384729046,1219.6653525002662,178.13321037686555
0.7225665260553906,1163.0971458169304,187.29063645002364
0.7358111799514491,1209.0625581301026,183.51165467627084
0.7442290260824859,1223.0135812491153,183.41660231952628
0.7343249295775114,1209.742117013507,177.28685021931702
0.7846987315167362,1149.015234014557,167.83419195864292
0.7328645581234642,1210.3180885662725,168.78469852574972
0.7388890644102627,1273.1097969358818,187.09352514455318
0.7540877806320595,1222.4317882257265,180.19458255518884
