rouge_l,latency_ms,input_token_length
0.6777183728353382,1489.2592541155188,209.6697473628044
0.6873813833252441,1361.11595188149,204.96349739624404
0.6811587963285151,1485.7372824944473,208.2762504254634
0.6890400836251772,1438.3137971074136,217.147317275177
0.6957169937857762,1485.3728855432191,222.77856655030513
0.7167430897266276,1488.8465846177414,215.70487330863574
0.6935768192258859,1530.3957530559578,211.0172320847177
0.6682874858646081,1517.6726823810602,224.98011770304427
0.7228013569299032,1517.3285831305147,206.87163526948478
0.6832581973276992,1522.183515958312,220.30919338366908
0.6988255914579073,1464.5689492407973,207.1193720164872
0.7089307301388141,1451.609254351842,214.31022958010894
0.7039922083680556,1493.6408541589167,208.8643743520955
0.7218835909504294,1486.604047571651,209.4414781734719
0.7095800628678551,1434.546688163087,206.2261348253779
0.6827738084060578,1470.2411704404135,223.44854031180694
0.7435712434798332,1448.2451766607703,202.67073961891464
0.7038866692667646,1407.3033545769972,202.59767747451292
0.6970531954675698,1514.5230370688175,231.2099356584511
0.7192785084611114,1452.7599621265044,219.7784756465433
0.7049890189186014,1552.4354128849425,186.14886301306964
0.7079845638587865,1368.7253864900083,204.34741260789596
0.7498436799720137,1422.1610613578316,191.88010662437947
0.694497571434899,1451.6319418345436,200.49309306584746
0.6936447821196521,1506.8690548814457,178.6148533376596
0.7023315702402493,1469.9734686301092,208.63010422306058
0.7214303187116208,1465.5236377090375,198.58058180838688
0.669869319396192,1393.6368103722925,210.59905256796438
0.6606888821704698,1392.1529301385265,193.74878741117476
0.688257694587597,1466.1252330144953,210.8291185317204
0.6673215408188142,1381.7947003090821,205.85083721879673
0.6915033730494872,1423.4061124855336,225.01952965188596
0.7100499939225857,1475.045866454293,224.11356861745625
0.6821850227289546,1400.8837863861613,217.85345603010282
0.6714634684643731,1530.2677981180902,206.73386219338786
0.7013867432343069,1511.1968172118945,229.85380395260293
0.7172508696923033,1371.429000083085,194.4696472216018
0.6661005312296677,1403.3814378409006,195.96441370436338
0.7164046479661197,1335.7111377752526,209.16216900110936
0.7163461240747665,1410.8704318725934,232.5403810892112
0.7190817020431325,1488.31942382862,207.97661093129912
0.7243696042974337,1429.3052528862572,208.16754756790718
0.7440402784931923,1473.0398621807983,195.5808964388819
0.6928781590276188,1373.8832840859127,219.45929585270378
0.7021914316015572,1489.8987627290953,219.53176254329355
0.6916712313350395,1422.2445386035824,217.8907520139991
0.7000395368951162,1450.6084841141453,203.70779327152638
0.7306574671127262,1445.3562749303474,202.93293231626996
0.6730997103213866,1386.4225739553858,197.0687774959503
0.6827790065566884,1392.3457834130108,210.83872501760933
0.7275436187300912,1498.3897234501712,199.195926707215
0.7204007301380417,1469.949607875085,198.2258349475071
