rouge_l,latency_ms,input_token_length
0.8099342830602246,1019.9677718293001,143.24821725025618
0.7972347139765762,996.2316841456384,148.5548132928448
0.8129537707620138,952.9815184960087,142.0758007900004
0.8304605971281604,917.6531611147213,146.92038470360959
0.7953169325055333,984.9111656806795,131.06385333046214
0.7953172608610163,969.6742692710875,152.13293707372938
0.8315842563101478,994.7596610013866,150.01205475362224
0.8153486945830581,981.7585900840985,141.8291136893181
0.7906105122813009,1002.4776357659667,156.59245668432405
0.8108512008717192,923.2382394219716,159.3757013762656
0.7907316461437507,1015.8697032817163,133.92440135631026
0.7906854049285948,959.87998023462,142.37275221433785
0.8048392454313206,1053.7630436312634,142.308576502127
0.7617343951068439,915.5406090955216,140.60096898891135
0.7655016433497392,1036.7981901582625,158.29474841931747
0.7887542494151805,959.8955391731324,148.06173861227197
0.7797433775933115,917.4290998192776,147.3548515868939
0.8062849466519054,925.8057082972839,129.96137635593246
0.7818395184895757,933.982634590284,156.35418030209226
0.7717539259732941,971.2082973200958,137.60741605146526
0.829312975378431,976.141774401775,150.5993263026633
0.7954844739902692,921.314999803071,152.77376937958192
0.8013505640937584,948.7822703869508,163.60658595838652
0.7715050362757307,1057.1135179305932,136.9117960088089
0.7891123455094963,1036.3771585050356,119.80487844179174
0.8022184517941973,971.8161834837016,151.83849544753696
0.7769801284515538,951.90017390841,168.00511181510853
0.8075139603669134,956.001566335913,162.38946352939436
0.7879872262016239,980.6758986365209,152.09659415274626
0.7941661250041344,898.8603717400797,145.08363814367954
0.787965867755412,937.1311731288328,158.0712259663731
0.8370455636901787,866.5707963061205,140.2645380029553
0.7997300555052412,969.9611561302639,154.76357769356218
0.7788457814208819,982.3597969851371,155.05470159166626
0.8164508982420637,925.8406768850313,160.60209907498879
0.7755831270005795,1028.6993381645016,177.5966003891108
0.804177271900095,888.7117168498829,153.92415967178766
0.7608065975224044,876.781255989509,144.910363742925
0.7734362790220313,961.2225909279986,149.74425687808005
0.8039372247173824,1002.3549151306078,132.30924095110882
0.8147693315999082,1034.1963845728935,143.05286868910943
0.8034273656237993,927.055786856553,145.90717561886896
0.7976870343522351,1003.9340416715647,144.75911602065406
0.7939779260882142,948.0745765249646,151.52354872033723
0.7704295601926514,941.368635002959,141.775800676178
0.7856031158321057,994.1829968743336,161.2103066732447
0.7907872245808042,982.616143920671,150.00207064918197
0.8211424445243782,871.1803921507875,149.90699678861387
0.8068723657913691,1023.8270174862948,146.72105283487082
0.7647391968927453,1019.0045677073725,151.5519068385898
0.8064816793878958,918.7218649245235,158.25098264667633
0.7922983543916736,969.7901766718704,141.328697842891
0.7864615599938808,974.701509314137,143.41883510924742
0.8122335257768173,963.0336882911954,146.96273971223334
0.820619990449919,922.484742307729,136.54129076526786
0.818625602382324,916.4188316030974,141.80742140278502
0.7832156495355471,948.7222964504277,145.2377912645534
0.7938157524829756,1008.6364509629682,158.74389180712728
0.8066252686280713,977.1800077297216,152.62561329001926
0.8195109025424471,931.4692833956947,151.93589911367545
0.7904165152430941,988.5849355324173,158.5089796216797
0.7962868204667236,807.5728689684962,148.62628211600602
0.7778733005198794,1007.4382850186051,153.9046484992889
0.7760758675183865,863.014311061095,148.96778247067505
0.8162505164478839,931.8779529298434,152.6536234939963
0.8271248005714164,894.0165052686928,144.17241342388417
0.7985597975683932,885.2659262139547,125.61182841723571
0.8200706579578404,1008.041339368926,148.65720837813697
0.8072327205009526,926.6149399344055,164.2274813609994
0.7870976049078975,967.3251940865358,159.26215402241593
0.8072279121101682,947.6539710560407,159.6539748459117
0.8307607313293193,973.8520413611561,162.36130721806217
0.7992834792178009,953.8410945530128,150.88657590961438
0.8312928731162801,885.8503887905715,151.97315707405596
0.7476050979182051,999.813340972357,143.8234810456565
0.8164380500875044,925.3121708419344,146.83927143972952
0.8017409413647634,872.1709050670124,156.1577114977114
0.7940198529906826,928.5942419517044,162.03884437168816
0.80183521553071,1025.0379895317155,148.60553724319
0.760248621707982,992.5110871056746,145.49810735148588
0.7956065622432497,932.567393279607,150.00527958856597
0.8071422514302349,932.5371147840785,156.01206748929116
0.8295578808948303,933.9182474391308,135.5614518386646
0.789634595634527,1053.837399178042,127.03819046862762
0.7838301279421361,969.0967726115776,144.49463150508416
0.7899648591283092,971.5020823595535,137.79287574085842
0.8183080423540414,1001.5141727015921,144.9185980235269
0.8065750221931937,961.9394579513257,148.5221968118253
